-3,09411797814694
-1,86663934266506
-1,69416645151844
-1,58807450423191
-2,55841768548630
-3,59426261993380
-3,70433083682194
-3,89557795446416
-4,07863973670358
-2,81144637804600
-1,73184717683516
-1,81275946843139
-1,84824734125887
-2,88935173150387
-4,05970676304220
-3,58988277499002
-3,81710556920747
-4,38703277490117
-2,25158177197735
-1,03254580497397
-0,813970786168774
-2,65117487858275
-3,92984373324764
-4,10888163638218
-5,41413193709544
-6,42530067811281
-2,77851538142605
-0,393016228364758
-0,493817594560481
-0,645088152281895
-2,87506687177674
-5,56461939280321
-4,28033349553451
-4,68179983789534
-4,45101898095204
-2,47905636293900
-0,954842368327516
-0,575178541986115
-2,47298027869947
-3,63928505942383
-3,71252758868066
-5,17746969938613
-6,21376102306440
-2,52758457416830
-0,624963980383489
-0,533078755387185
-0,734966384704491
-3,18530278724851
-5,63641398764400
-3,88902307627553
-4,30939869472602
-4,70432545313054
-3,09570092749459
-0,952405871081400
-0,513961969023499
-2,68788470619319
-3,33989927863552
-3,51649947696876
-4,82594616096216
-5,72798316932358
-2,58991893925374
-0,924250080644813
-0,900173885235725
-0,893338480991977
-3,13041492076857
-5,39033094746317
-3,29319541836981
-3,57975011019228
-4,22050597143941
-2,90952910340991
-1,90737160734953
-0,843326447028959
-2,05842386966693
-2,50147686885292
-2,63099993928669
-4,17847280751327
-5,10132187763552
-2,03921465500468
-0,593376563176683
-1,11253419029015
-1,58610355127015
-4,03749529738064
-5,02401623377357
-3,14383566783593
-4,05244787366711
-4,05839983596616
-2,91614200705901
-2,22278995868797
-1,47548320123448
-2,53720289849835
-2,30512424684873
-2,43272105964119
-3,77326922987408
-4,72078585848383
-2,00108156011677
-1,68800471177089
-2,05391112118950
-2,54340906317229
-4,07444311873856
-4,77362392457425
-3,09684385726209
-4,17288516294269
-4,05568506819452
-2,72727981271171
-2,11781975290625
-1,52732656025448
-2,44204823550721
-2,26535665926654
-2,32946007558701
-3,42620965223450
-4,58971041278322
-2,13053293918375
-2,05874829237602
-2,17820969571049
-2,25277008704914
-3,79789336381901
-4,49916130031469
-3,25280420513973
-4,07339311247862
-4,07034204081871
-2,61126578473417
-2,11221288532042
-1,50872149067115
-1,84777051940227
-1,35537817872964
-1,43993034421006
-3,01712810657219
-4,69950495946804
-1,72888388990477
-1,03728963260856
-1,74382283447346
-2,18600695468984
-4,04040495578967
-4,75863819335163
-3,03600500547345
-3,92585863303618
-3,78785394135078
-2,56489480739453
-2,49772083458400
-2,46165318437897
-1,98305754384646
-1,27515082479232
-1,41191265685952
-2,87322419375893
-4,52785495146922
-1,62260447563600
-2,23578186273957
-2,69513846091626
-3,07728472359256
-4,31927234490568
-4,51279717501509
-3,10765145677947
-4,09765000331065
-4,00960708541562
-3,18342512777664
-3,37691892756812
-2,85074678293506
-0,797780429290838
-0,216760225991270
-0,514810180258163
-2,28679316084433
-4,11523345439250
-1,55304085699380
-2,47859522082942
-2,77406239481312
-3,16961147877389
-4,14966213516388
-4,48041587287727
-3,08962290515893
-4,04773897904364
-4,08598484939256
-3,43098971209402
-3,40077378683784
-2,01285727735993
-0,653461110414182
0,440613346874433
0,357631882095808
-1,51066017326142
-3,90460800571668
-1,55617479694014
-1,93012418804028
-2,51985392714381
-3,06964131129026
-4,12497591157090
-4,41515614920800
-3,00023804561187
-4,00419275332753
-4,47999209289496
-4,15705446970990
-3,13593920578036
-2,26613831386911
-1,21679758157264
-0,0825209865695507
0,0551996126336196
-1,18335379476329
-4,01673817058498
-1,29212608371345
-2,10934988272623
-3,24641828425214
-3,71147449871801
-4,35637468554446
-4,69581862373656
-2,91890109311654
-3,78658324813835
-4,63798500830869
-4,35378097539977
-3,73207934193040
-3,70916976659948
-1,58764068477462
-0,657298791752226
-0,534317168112407
-1,36945817895029
-4,23630889054487
-1,41793284987979
-2,97256277452286
-3,76762665675559
-3,95432751301392
-4,64542508520826
-4,85303734841853
-2,93801080278348
-3,92053448323210
-4,79300627517987
-4,35169861730822
-4,15346861168186
-4,13375023423316
-1,79854404909302
-0,726006161278785
-0,674930760863871
-1,55292982325649
-4,56305066829922
-0,949298507536551
-3,62187181337910
-4,19589851377359
-4,38527113235249
-4,93371860340949
-5,09598685113460
-3,22187538379495
-4,08293598746518
-4,91961778177920
-4,52157343389164
-4,43470209050585
-4,18999062564987
-1,87956721413827
-0,755568150192757
-0,607981711160546
-1,67909179873734
-4,59350286298444
-0,892572186738279
-3,66499490908128
-4,31008125288095
-4,48889036528446
-5,18138175983070
-5,42792104296625
-2,96070955930158
-4,15746273604698
-4,83622653338040
-4,50702659500426
-3,79852372069726
-3,64850532417121
-1,83104098370460
-0,637165435749458
-0,702942955917494
-1,89633911962779
-4,81655814896888
-1,24008414099187
-3,54141399581429
-3,76080219418306
-3,83217040666441
-4,93625924655997
-5,30525070404549
-3,00899881560659
-3,97148899960295
-4,98639686382228
-4,63124017138830
-4,17209675959126
-4,20001510967635
-1,72022779026682
-0,648537288441250
-0,731593259003345
-1,99349123901752
-4,67513658381210
-1,80118440298285
-4,17491732424774
-4,54428938080371
-4,59612185629675
-5,15620625694635
-5,22555412556312
-3,18227569032566
-3,90616795679882
-4,78928409098404
-4,49814843589085
-4,02924866710932
-4,18215700549547
-1,76693480528930
-0,543173985817743
-0,583427339844981
-1,91919180231655
-4,50469639871173
-2,04231332876031
-3,20059153284296
-3,45265850259306
-3,66770427697766
-4,88386736020779
-5,23276120467855
-3,32871284678020
-4,56192915894463
-4,76069240253002
-4,39080857662368
-3,89690171325732
-4,31680438972512
-1,85424305903062
-0,628608984719078
-0,679976026919239
-2,04106432302310
-4,36832052042003
-2,31387093785139
-3,36719043723833
-3,37743357263599
-3,60522164364008
-4,69762793688131
-5,07441430107306
-3,40245158551376
-4,55501843634785
-4,41704212284343
-3,75966901561393
-3,29510531809382
-3,23460104419274
-1,79100331785716
-0,528904509938333
-0,509124740494651
-1,84160424769254
-4,22300384648147
-2,10075473405146
-3,27915754984575
-3,51820024356397
-3,89226980522697
-5,01544032762744
-5,30426146136064
-3,60236459022647
-4,62995952900589
-4,10700216835169
-3,31605819519495
-2,55682000343819
-2,20010769369384
-1,79411531274850
-0,708621698812267
-0,565180359741895
-1,60866245583006
-4,13410297526995
-1,67700616185765
-2,46721984329107
-2,88977518052574
-3,30329909818008
-5,00040030463127
-5,37159099394353
-3,62375207698599
-4,44214965775595
-4,23100676213180
-3,37765887471619
-2,63190009075626
-2,35570188698132
-1,92674608874892
-0,634160649737986
-0,573047714834721
-1,45621584792573
-4,33155163151201
-1,68870400924669
-2,39639778807834
-2,66686794364346
-3,05410009261333
-4,95829520799677
-5,58258240173163
-3,51825504679266
-4,64975370440188
-4,34864023973506
-3,43238046601036
-2,61621176562988
-2,61588982368509
-1,92395565775581
-0,785783319933473
-0,606979790159928
-1,18485954472815
-4,15762783556065
-1,96219679013334
-3,39893835854855
-3,74022759277142
-3,61189315836382
-5,03961018258250
-5,68090433668299
-3,57363839608126
-4,60387376965011
-4,53046555781619
-3,78446708670314
-3,17620065796285
-2,79110740557675
-2,22090797980604
-0,755796973743150
-0,521157483235436
-1,30085891016352
-4,31632316401574
-2,44400784378883
-4,26355105548582
-4,62618427143269
-4,45817693823944
-5,25129130715185
-5,70050291844343
-3,83447945526874
-4,75230566806259
-5,00771815234023
-4,43286265971784
-3,81104521836161
-3,43786883554887
-2,37311672130589
-1,01061004942227
-0,777321890421481
-1,39702741427162
-4,20628495918079
-2,62902069145085
-4,53275660594219
-5,00104162047295
-5,04612830303320
-5,62736413415122
-5,54137337935139
-4,05982380914873
-5,05794889994832
-5,28105712103909
-4,93813483692853
-4,22885315349853
-3,99734020341351
-2,66698825472325
-1,08097161266595
-0,935703408317678
-1,49375601822100
-4,36573392820759
-2,61856600956012
-4,52254377424309
-5,10767725833628
-5,16793521369662
-5,38730359375522
-5,44270465225077
-4,13829678599626
-5,30801142270574
-5,28563075368879
-4,87666287493695
-4,29946458346032
-4,20340863592352
-2,62569520001145
-1,13102180555591
-0,949074848807806
-1,52652586426373
-4,54166555210813
-2,44298324191057
-4,29345666438276
-4,79134213663270
-4,90614600167467
-5,44273290524804
-5,49399088886837
-3,89898479174652
-5,32334977444988
-5,16266196413931
-4,60920254293071
-4,02751381135872
-3,92928454066171
-2,66326742942966
-1,22197521820533
-1,16046519967458
-1,34297555418816
-4,54824028443526
-2,50633511049712
-3,92899503461417
-4,51066485010241
-4,64968388070313
-5,28000855020161
-5,36483989664893
-3,75638690895507
-5,17818521243615
-5,00337110614242
-4,51167558522099
-3,98074799111527
-4,02251729446834
-2,66913647429882
-1,08218767370457
-1,10418589044383
-1,37022047250051
-4,80161237314312
-2,83667470743734
-3,68691959061174
-4,36295768041151
-4,31855540289151
-4,99388907167008
-5,31705045246103
-3,83014803165929
-4,95744670085800
-4,98618569627572
-4,64638322954505
-4,02718955292279
-4,15221621889048
-2,47420122214750
-1,08935468483066
-1,04345470269705
-1,31763217580312
-4,65590179234617
-2,85922394989046
-3,90541239595639
-4,33234624903205
-4,21079273551914
-4,87483434177312
-5,20494454403306
-3,81587458303190
-5,01928464301895
-4,92897251395155
-4,58684205175600
-4,33777229370236
-3,79025473425262
-2,47863664684876
-1,05434125320688
-1,06116831123971
-1,28227016408448
-4,70044457181000
-2,84360123694032
-3,64816806891157
-4,10559731980232
-4,02500715238085
-4,81637504968560
-5,16843084283932
-3,82027102142470
-5,07775905063911
-5,05891557963207
-4,79238211312848
-4,17879116784936
-3,80200349446601
-2,61520076606508
-1,19824027727780
-1,10589860342133
-1,63611233555610
-4,76729058421105
-2,86267520684210
-3,59921729025942
-4,00972940310180
-3,89388558272905
-4,54912771310428
-5,03877978399643
-3,85666385239218
-4,99690579489865
-5,02312480146565
-4,93971070446434
-4,30934867154591
-4,31113529330340
-3,01806038344693
-1,60884955475974
-1,47896479973535
-1,87874482344489
-4,84116416340665
-2,95784958037663
-3,99557831307920
-4,10703685697476
-3,79589036528782
-4,81612824097083
-5,06068172553358
-3,85447251137740
-4,87567315168761
-4,94382809835762
-4,97120966240254
-4,43873103351378
-4,37161258983089
-3,53546333815121
-2,06089101275359
-2,07090519373998
-2,62373152196879
-4,92609002933191
-3,37979340402603
-3,89566748359261
